id,section,title,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
C,,Structural Safety,,,,,,The provisions contained in this appendix are not mandatory unless specifically referenced in the adopting ordinance.User note:About this appendix: The installation of plumbing systems frequently requires piping to pass through building framing members. Appendix C provides the regulations for limits on the sizes and locations of holes that can be drilled or punched in various types of framing members.
C101.1,"Section C101 Cutting, Notching and Boring in Wood Members",Joist Notching,,,,,,"Notches on the ends of joists shall not exceed one-fourth the joist depth. Holes bored in joists shall not be within 2 inches (51 mm) of the top or bottom of the joist, and the diameter of any such hole shall not exceed one-third the depth of the joist. Notches in the top or bottom of joists shall not exceed one-sixth the depth and shall not be located in the middle third of the span."
C101.2,"Section C101 Cutting, Notching and Boring in Wood Members",Stud Cutting and Notching,,,,,,"In exterior walls and bearing partitions, a wood stud shall not be cut or notched in excess of 25 percent of its depth. In nonbearing partitions that do not support loads other than the weight of the partition, a stud shall not be cut or notched in excess of 40 percent of its depth."
C101.3,"Section C101 Cutting, Notching and Boring in Wood Members",Bored Holes,,,,,,"The diameter of bored holes in wood studs shall not exceed 40 percent of the stud depth. The diameter of bored holes in wood studs shall not exceed 60 percent of the stud depth in nonbearing partitions. The diameter of bored holes in wood studs shall not exceed 60 percent of the stud depth in any wall where each stud is doubled, provided that not more than two such successive doubled studs are so bored. The edge of the bored hole shall be not closer than 5/8 inch (15.9 mm) to the edge of the stud. Bored holes shall not be located at the same section of stud as a cut or notch."
C101.4,"Section C101 Cutting, Notching and Boring in Wood Members","Cutting, Notching and Boring Holes in Structural Steel Framing",,,,,,"The cutting, notching and boring of holes in structural steel framing members shall be as prescribed by the registered design professional."
C101.5,"Section C101 Cutting, Notching and Boring in Wood Members","Cutting, Notching and Boring Holes in Cold-Formed Steel Framing",,,,,,"Flanges and lips of load-bearing cold-formed steel framing members shall not be cut or notched. Holes in webs of load-bearing cold-formed steel framing members shall be permitted along the centerline of the web of the framing member and shall not exceed the dimensional limitations, penetration spacing or minimum hole edge distance as prescribed by the registered design professional. Cutting, notching and boring holes of steel floor/roof decking shall be as prescribed by the registered design professional."
C101.6,"Section C101 Cutting, Notching and Boring in Wood Members","Cutting, Notching and Boring Holes in Nonstructural Cold-Formed Steel Wall Framing",,,,,,"Flanges and lips of nonstructural cold-formed steel wall studs shall not be cut or notched. Holes in webs of nonstructural cold-formed steel wall studs shall be permitted along the centerline of the web of the framing member, shall not exceed 11/2 inches (38 mm) in width or 4 inches (102 mm) in length, and the holes shall not be spaced less than 24 inches (610 mm) center to center from another hole or less than 10 inches (254 mm) from the bearing end."
