id,section,title,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
801.20,Section 801 General,Plastic Vent Joints,,,,,,Plastic pipe and fittings used to vent appliances shall be installed in accordance with the appliance manufacturer's installation instructions.
801.21,Section 801 General,Blocked Vent Switch,,,,,,Oil-fired appliances shall be equipped with a device that will stop burner operation in the event that the venting system is obstructed. Such device shall have a manual reset and shall be installed in accordance with the manufacturer's instructions.
802.1,Section 802 Vents,General,,,,,,Vent systems shall be listed and labeled. Type L vents and pellet vents shall be tested in accordance with UL 641.
802.2,Section 802 Vents,Vent Application,,,,,,The application of vents shall be in accordance with Table 802.2.TABLE 802.2VENT APPLICATION VENT TYPES APPLIANCE TYPES Type L oil vents Oil-burning appliances listed and labeled for venting with Type L vents; gas appliances listed and labeled for venting with Type B vents. Pellet vents Pellet fuel-burning appliances listed and labeled for venting with pellet vents.
802.3,Section 802 Vents,Installation,,,,,,"Vent systems shall be sized, installed and terminated in accordance with the vent and appliance manufacturer's installation instructions."
802.4,Section 802 Vents,Vent Termination Caps Required,,,,,,Type L vents shall terminate with a listed and labeled cap in accordance with the vent manufacturer's installation instructions.
802.5,Section 802 Vents,Type L Vent Terminations,,,,,,Type L vents shall terminate not less than 2 feet (610 mm) above the highest point of the roof penetration and not less than 2 feet (610 mm) higher than any portion of a building within 10 feet (3048 mm).
802.6,Section 802 Vents,Minimum Vent Heights,,,,,,Vents shall terminate not less than 5 feet (1524 mm) in vertical height above the highest connected appliance flue collar. Exceptions: Venting systems of direct vent appliances shall be installed in accordance with the appliance and the vent manufacturer's instructions.Appliances listed for outdoor installations incorporating integral venting means shall be installed in accordance with their listings and the manufacturer's installation instructions.Pellet vents shall be installed in accordance with the appliance and the vent manufacturer's installation instructions.
802.7,Section 802 Vents,Support of Vents,,,,,,All portions of vents shall be adequately supported for the design and weight of the materials employed.
802.8,Section 802 Vents,Insulation Shield,,,,,,"Where vents pass through insulated assemblies, an insulation shield constructed of not less than No. 26 gage sheet metal shall be installed to provide clearance between the vent and the insulation material. The clearance shall be not less than the clearance to combustibles specified by the vent manufacturer's installation instructions. Where vents pass through attic space, the shield shall terminate not less than 2 inches (51 mm) above the insulation materials and shall be secured in place to prevent displacement. Insulation shields provided as part of a listed vent system shall be installed in accordance with the manufacturer's installation instructions."
802.9,Section 802 Vents,Door Swing,,,,,,Appliance and equipment vent terminals shall be located such that doors cannot swing within 12 inches (305 mm) horizontally of the vent terminals. Door-stops or closers shall not be installed to obtain this clearance.
803.1,Section 803 Connectors,Connectors Required,,,,,,"Connectors shall be used to connect appliances to the vertical chimney or vent, except where the chimney or vent is attached directly to the appliance."
803.2,Section 803 Connectors,Location,,,,,,"Connectors shall be located entirely within the room in which the connecting appliance is located, except as provided for in Section 803.10.4. Where passing through an unheated space, a connector shall not be constructed of single-wall pipe."
803.3,Section 803 Connectors,Size,,,,,,"The connector shall not be smaller than the size of the flue collar supplied by the manufacturer of the appliance. Where the appliance has more than one flue outlet, and in the absence of the manufacturer's specific instructions, the connector area shall be not less than the combined area of the flue outlets for which it acts as a common connector."
803.4,Section 803 Connectors,Branch Connections,,,,,,Branch connections to the vent connector shall be made in accordance with the vent manufacturer's instructions.
803.5,Section 803 Connectors,Manual Dampers,,,,,,Manual dampers shall not be installed in connectors except in chimney connectors serving solid fuel-burning appliances.
803.6,Section 803 Connectors,Automatic Dampers,,,,,,Automatic dampers shall be listed and labeled in accordance with UL 17 for oil-fired heating appliances. The dampers shall be installed in accordance with the manufacturer's instructions. An automatic vent damper device shall not be installed on an existing appliance unless the appliance is listed and labeled and the device is installed in accordance with the terms of its listing. The name of the installer and date of installation shall be marked on a label affixed to the damper device.
803.7,Section 803 Connectors,Connectors Serving Two or More Appliances,,,,,,"Where two or more connectors enter a common vent or chimney, the smaller connector shall enter at the highest level consistent with available headroom or clearance to combustible material."
803.8,Section 803 Connectors,Vent Connector Construction,,,,,,"Vent connectors shall be constructed of metal. The minimum thickness of the connector shall be 0.0136 inch (0.345 mm) (No. 28 gage) for galvanized steel, 0.022 inch (0.6 mm) (No. 26 B & S gage) for copper, and 0.020 inch (0.5 mm) (No. 24 B & S gage) for aluminum."
